chapter,verse,verse_id,chapter_name,neutral_simple_english,image_prompt_gpt_image_2
4,19,4.19,Jnana Karma Sanyasa Yoga,"He whose undertakings are all devoid of desires and (selfish) purposes and whose karmas have been burnt by the fire of knowledge, him the wise call a sage.","Bhagavad Gita 4.19 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: He whose undertakings are all devoid of desires and (selfish) purposes and whose karmas have been burnt by the fire of knowledge, him the wise call a sage. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,20,4.20,Jnana Karma Sanyasa Yoga,"Having abandoned attachment to the fruits of the karma, ever content, depending on nothing, he does not do anything though engaged in activity.","Bhagavad Gita 4.20 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Having abandoned attachment to the fruits of the karma, ever content, depending on nothing, he does not do anything though engaged in activity. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Visualize karma as purposeful action: Arjuna releases effort toward duty while distant fruits dissolve, showing action without attachment to results. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,21,4.21,Jnana Karma Sanyasa Yoga,"Without hope and with the mind and the self controlled, having abandoned all greed, doing mere bodily karma, he incurs no wrongdoing.","Bhagavad Gita 4.21 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Without hope and with the mind and the self controlled, having abandoned all greed, doing mere bodily karma, he incurs no wrongdoing. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,22,4.22,Jnana Karma Sanyasa Yoga,"Content with what comes to him without effort, free from the pairs of opposites and envy, even-minded in success and failure, though acting, he is not bound.","Bhagavad Gita 4.22 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Content with what comes to him without effort, free from the pairs of opposites and envy, even-minded in success and failure, though acting, he is not bound. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Show the restless mind as storm winds around the chariot becoming calm under Krishna's steady gaze and Arjuna's discipline. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,23,4.23,Jnana Karma Sanyasa Yoga,"To one who is devoid of attachment, who is free, whose mind is established in knowledge, who works for the sake of sacrifice (for the sake of God), the whole karma is dissolved.","Bhagavad Gita 4.23 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: To one who is devoid of attachment, who is free, whose mind is established in knowledge, who works for the sake of sacrifice (for the sake of God), the whole karma is dissolved. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Visualize karma as purposeful action: Arjuna releases effort toward duty while distant fruits dissolve, showing action without attachment to results. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,24,4.24,Jnana Karma Sanyasa Yoga,"The offering is brahman, the ghee is brahman, and it is offered by brahman into the fire of brahman. One who sees brahman in karma reaches brahman.","Bhagavad Gita 4.24 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: The offering is brahman, the ghee is brahman, and it is offered by brahman into the fire of brahman. One who sees brahman in karma reaches brahman. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Visualize karma as purposeful action: Arjuna releases effort toward duty while distant fruits dissolve, showing action without attachment to results. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,25,4.25,Jnana Karma Sanyasa Yoga,Some yogis perform sacrifice to the gods alone; while others (who have realised the Self) offer the self as sacrifice by the Self in the fire of brahman alone.,"Bhagavad Gita 4.25 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Some yogis perform sacrifice to the gods alone; while others (who have realised the Self) offer the self as sacrifice by the Self in the fire of brahman alone. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,26,4.26,Jnana Karma Sanyasa Yoga,Some again offer the organ of hearing and other senses as sacrifice in the fire of restraint; others offer sound and other objects of the senses as sacrifice in the fire of the senses.,"Bhagavad Gita 4.26 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Some again offer the organ of hearing and other senses as sacrifice in the fire of restraint; others offer sound and other objects of the senses as sacrifice in the fire of the senses. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Show sacred fire and offerings symbolically arising on the battlefield, connecting action, knowledge, and devotion. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,27,4.27,Jnana Karma Sanyasa Yoga,Others again sacrifice all the functions of the senses and those of the breath (vital energy or Prana) in the fire of the yoga of self-restraint kindled by knowledge.,"Bhagavad Gita 4.27 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Others again sacrifice all the functions of the senses and those of the breath (vital energy or Prana) in the fire of the yoga of self-restraint kindled by knowledge. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,28,4.28,Jnana Karma Sanyasa Yoga,"Others again offer wealth, self-discipline and yoga as sacrifice, while the disciplined seekers of self-restraint and rigid vows offer study of scriptures and knowledge as sacrifice.","Bhagavad Gita 4.28 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Others again offer wealth, self-discipline and yoga as sacrifice, while the disciplined seekers of self-restraint and rigid vows offer study of scriptures and knowledge as sacrifice. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,29,4.29,Jnana Karma Sanyasa Yoga,"Others offer as sacrifice the outgoing breath in the incoming, and the incoming in the outgoing, restraining the course of the outgoing and the incoming breaths, solely absorbed in the restraint of the breath.","Bhagavad Gita 4.29 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Others offer as sacrifice the outgoing breath in the incoming, and the incoming in the outgoing, restraining the course of the outgoing and the incoming breaths, solely absorbed in the restraint of the breath. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Show sacred fire and offerings symbolically arising on the battlefield, connecting action, knowledge, and devotion. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,30,4.30,Jnana Karma Sanyasa Yoga,"Others who regulate their diet offer life-breaths in life-breaths. All these are knowers of sacrifice, whose wrongs are destroyed by sacrifice.","Bhagavad Gita 4.30 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Others who regulate their diet offer life-breaths in life-breaths. All these are knowers of sacrifice, whose wrongs are destroyed by sacrifice. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Show sacred fire and offerings symbolically arising on the battlefield, connecting action, knowledge, and devotion. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,31,4.31,Jnana Karma Sanyasa Yoga,"Those who eat the remnants of the sacrifice, which are like nectar, go to eternal brahman. This world is not for the man who does not perform sacrifice; how then can he have the other, O Arjuna?","Bhagavad Gita 4.31 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Those who eat the remnants of the sacrifice, which are like nectar, go to eternal brahman. This world is not for the man who does not perform sacrifice; how then can he have the other, O Arjuna? Tone: wise, heroic, contemplative, luminous. Include character cues: Arjuna as a mature powerful archer holding Gandiva. Visual direction: Represent brahman as boundless sacred radiance behind Krishna, subtle and vast, not a separate human figure. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,32,4.32,Jnana Karma Sanyasa Yoga,"Thus, many kinds of sacrifice are described in relation to brahman. Know that they are all born from karma; knowing this, you will be free.","Bhagavad Gita 4.32 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Thus, many kinds of sacrifice are described in relation to brahman. Know that they are all born from karma; knowing this, you will be free. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Visualize karma as purposeful action: Arjuna releases effort toward duty while distant fruits dissolve, showing action without attachment to results. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,33,4.33,Jnana Karma Sanyasa Yoga,Swami Sivananda did not comment on this sloka.,"Bhagavad Gita 4.33 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Swami Sivananda did not comment on this sloka. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Translate the verse meaning into a clear symbolic battlefield scene, using Krishna's gesture and Arjuna's reaction to make the teaching visible. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
4,34,4.34,Jnana Karma Sanyasa Yoga,"Know That by long prostration, by question and by service; the wise who have realised the Truth will instruct you in (that) knowledge.","Bhagavad Gita 4.34 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Wisdom and karma context: Krishna reveals ancient teaching, divine descent, sacrifice, and knowledge as sacred fire around the chariot. Verse meaning to visualize: Know That by long prostration, by question and by service; the wise who have realised the Truth will instruct you in (that) knowledge. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Translate the verse meaning into a clear symbolic battlefield scene, using Krishna's gesture and Arjuna's reaction to make the teaching visible. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
